ticker,sector,industry,next_earnings,marketCap,shortName,longName,exchange1,exchange2
FCX,Basic Materials,Copper,2025-07-21,56054882304,"Freeport-McMoRan, Inc.",Freeport-McMoRan Inc.,NYSE,N/A
FRPT,Consumer Defensive,Packaged Foods,2025-08-04,3921678848,"Freshpet, Inc.","Freshpet, Inc.",NasdaqGM,Nasdaq Real Time Price
FYBR,Communication Services,Telecom Services,2025-07-31,9126508544,"Frontier Communications Parent,","Frontier Communications Parent, Inc.",NasdaqGS,Nasdaq Real Time Price
CFR,Financial Services,Banks - Regional,2025-07-23,8301496832,"Cullen/Frost Bankers, Inc.","Cullen/Frost Bankers, Inc.",NYSE,Delayed Quote
FCN,Industrials,Consulting Services,2025-07-23,5627868160,"FTI Consulting, Inc.","FTI Consulting, Inc.",NYSE,Nasdaq Real Time Price
GME,Consumer Cyclical,Specialty Retail,2025-06-10,13226690560,GameStop Corporation,GameStop Corp.,NYSE,Nasdaq Real Time Price
GLPI,Real Estate,REIT - Specialty,2025-07-23,12697284608,"Gaming and Leisure Properties, ","Gaming and Leisure Properties, Inc.",NasdaqGS,Nasdaq Real Time Price
GAP,Consumer Cyclical,Apparel Retail,2025-08-27,10526082048,"Gap, Inc. (The)","The Gap, Inc.",NYSE,Nasdaq Real Time Price
GRMN,Technology,Scientific & Technical Instruments,2025-07-29,39055015936,Garmin Ltd.,Garmin Ltd.,NYSE,Nasdaq Real Time Price
IT,Technology,Information Technology Services,2025-07-28,33524471808,"Gartner, Inc.","Gartner, Inc.",NYSE,Delayed Quote
GTES,Industrials,Specialty Industrial Machinery,2025-07-29,5511143936,Gates Industrial Corporation pl,Gates Industrial Corporation plc,NYSE,Delayed Quote
GE,Industrials,Aerospace & Defense,2025-07-22,260369793024,GE Aerospace,GE Aerospace,NYSE,Nasdaq Real Time Price
GEHC,Healthcare,Health Information Services,2025-07-31,32752513024,GE HealthCare Technologies Inc.,GE HealthCare Technologies Inc.,NasdaqGS,Nasdaq Real Time Price
GEV,Industrials,Specialty Industrial Machinery,2025-07-23,128598794240,GE Vernova Inc.,GE Vernova Inc.,NYSE,Nasdaq Real Time Price
GEN,Technology,Software - Infrastructure,2025-07-30,17366439936,Gen Digital Inc.,Gen Digital Inc.,NasdaqGS,Nasdaq Real Time Price
GNRC,Industrials,Specialty Industrial Machinery,2025-07-28,7342661120,Generac Holdlings Inc.,Generac Holdings Inc.,NYSE,Nasdaq Real Time Price
GD,Industrials,Aerospace & Defense,2025-07-22,73862586368,General Dynamics Corporation,General Dynamics Corporation,NYSE,N/A
GIS,Consumer Defensive,Packaged Foods,2025-06-24,29564979200,"General Mills, Inc.","General Mills, Inc.",NYSE,Nasdaq Real Time Price
GM,Consumer Cyclical,Auto Manufacturers,2025-07-22,46716125184,General Motors Company,General Motors Company,NYSE,Delayed Quote
G,Technology,Information Technology Services,2025-08-06,7600024064,Genpact Limited,Genpact Limited,NYSE,Delayed Quote
GNTX,Consumer Cyclical,Auto Parts,2025-07-24,4896209920,Gentex Corporation,Gentex Corporation,NasdaqGS,Nasdaq Real Time Price
GPC,Consumer Cyclical,Auto Parts,2025-07-21,17538891776,Genuine Parts Company,Genuine Parts Company,NYSE,Delayed Quote
GILD,Healthcare,Drug Manufacturers - General,2025-08-06,138213064704,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",NasdaqGS,Nasdaq Real Time Price
GTLB,Technology,Software - Infrastructure,2025-06-10,7541219840,GitLab Inc.,GitLab Inc.,NasdaqGS,Nasdaq Real Time Price
GPN,Industrials,Specialty Business Services,2025-08-05,18498297856,Global Payments Inc.,Global Payments Inc.,NYSE,Delayed Quote
GFS,Technology,Semiconductors,2025-05-06,20475232256,GlobalFoundries Inc.,GlobalFoundries Inc.,NasdaqGS,Nasdaq Real Time Price
GLOB,Technology,Information Technology Services,2025-08-13,4307129856,Globant S.A.,Globant S.A.,NYSE,Nasdaq Real Time Price
GL,Financial Services,Insurance - Life,2025-07-22,9985214464,Globe Life Inc.,Globe Life Inc.,NYSE,Nasdaq Real Time Price
GMED,Healthcare,Medical Devices,2025-08-04,7972469760,"Globus Medical, Inc.","Globus Medical, Inc.",NYSE,N/A
GDDY,Technology,Software - Infrastructure,2025-07-30,25747580928,GoDaddy Inc.,GoDaddy Inc.,NYSE,Delayed Quote
GS,Financial Services,Capital Markets,2025-07-16,185595838464,"Goldman Sachs Group, Inc. (The)","The Goldman Sachs Group, Inc.",NYSE,Nasdaq Real Time Price
GGG,Industrials,Specialty Industrial Machinery,2025-07-22,14151150592,Graco Inc.,Graco Inc.,NYSE,Delayed Quote
GRAL,Healthcare,Diagnostics & Research,2025-08-11,1478510848,"GRAIL, Inc.","GRAIL, Inc.",NasdaqGS,Nasdaq Real Time Price
LOPE,Consumer Defensive,Education & Training Services,2025-08-04,5543242240,"Grand Canyon Education, Inc.","Grand Canyon Education, Inc.",NasdaqGS,Nasdaq Real Time Price
GPK,Consumer Cyclical,Packaging & Containers,2025-07-29,6729247744,Graphic Packaging Holding Compa,Graphic Packaging Holding Company,NYSE,Delayed Quote
GO,Consumer Defensive,Grocery Stores,2025-08-04,1346995328,Grocery Outlet Holding Corp.,Grocery Outlet Holding Corp.,NasdaqGS,Nasdaq Real Time Price
GWRE,Technology,Software - Application,2025-06-03,17725671424,"Guidewire Software, Inc.","Guidewire Software, Inc.",NYSE,Nasdaq Real Time Price
GXO,Industrials,Integrated Freight & Logistics,2025-08-04,4765551616,"GXO Logistics, Inc.","GXO Logistics, Inc.",NYSE,Nasdaq Real Time Price
HAL,Energy,Oil & Gas Equipment & Services,2025-07-17,17263077376,Halliburton Company,Halliburton Company,NYSE,Delayed Quote
THG,Financial Services,Insurance - Property & Casualty,2025-07-29,6255541760,Hanover Insurance Group Inc,"The Hanover Insurance Group, Inc.",NYSE,Delayed Quote
HOG,Consumer Cyclical,Recreational Vehicles,2025-07-23,2963092224,"Harley-Davidson, Inc.","Harley-Davidson, Inc.",NYSE,Delayed Quote
HIG,Financial Services,Insurance - Property & Casualty,2025-07-23,37004414976,"The Hartford Insurance Group, I","The Hartford Insurance Group, Inc.",NYSE,N/A
HAS,Consumer Cyclical,Leisure,2025-07-23,9360617472,"Hasbro, Inc.","Hasbro, Inc.",NasdaqGS,Nasdaq Real Time Price
HAYW,Industrials,Electrical Equipment & Parts,2025-07-28,3043172096,"Hayward Holdings, Inc.","Hayward Holdings, Inc.",NYSE,Delayed Quote
HCA,Healthcare,Medical Care Facilities,2025-07-21,91093344256,"HCA Healthcare, Inc.","HCA Healthcare, Inc.",NYSE,Delayed Quote
HR,Real Estate,REIT - Healthcare Facilities,2025-07-31,5162994176,Healthcare Realty Trust Incorpo,Healthcare Realty Trust Incorporated,NYSE,Nasdaq Real Time Price
DOC,Real Estate,REIT - Healthcare Facilities,2025-07-23,12171705344,"Healthpeak Properties, Inc.","Healthpeak Properties, Inc.",NYSE,Delayed Quote
HEI,Industrials,Aerospace & Defense,2025-08-25,36452044800,Heico Corporation,HEICO Corporation,NYSE,Delayed Quote
JKHY,Technology,Information Technology Services,2025-08-18,13112705024,"Jack Henry & Associates, Inc.","Jack Henry & Associates, Inc.",NasdaqGS,Nasdaq Real Time Price
HSY,Consumer Defensive,Confectioners,2025-07-30,32684079104,The Hershey Company,The Hershey Company,NYSE,Delayed Quote
HES,Energy,Oil & Gas E&P,2025-07-29,41324789760,Hess Corporation,Hess Corporation,NYSE,Delayed Quote
HPE,Technology,Communication Equipment,2025-06-03,23184687104,Hewlett Packard Enterprise Comp,Hewlett Packard Enterprise Company,NYSE,Delayed Quote
HXL,Industrials,Aerospace & Defense,2025-07-16,4292355072,Hexcel Corporation,Hexcel Corporation,NYSE,Delayed Quote
DINO,Energy,Oil & Gas Refining & Marketing,2025-08-01,6888269824,HF Sinclair Corporation,HF Sinclair Corporation,NYSE,Delayed Quote
HIW,Real Estate,REIT - Office,2025-07-21,3315354368,"Highwoods Properties, Inc.","Highwoods Properties, Inc.",NYSE,Delayed Quote
HLT,Consumer Cyclical,Lodging,2025-08-05,59011399680,Hilton Worldwide Holdings Inc.,Hilton Worldwide Holdings Inc.,NYSE,Nasdaq Real Time Price
HOLX,Healthcare,Medical Instruments & Supplies,2025-07-28,14021406720,"Hologic, Inc.","Hologic, Inc.",NasdaqGS,Nasdaq Real Time Price
HD,Consumer Cyclical,Home Improvement Retail,2025-08-19,366422032384,"Home Depot, Inc. (The)","The Home Depot, Inc.",NYSE,Delayed Quote
HON,Industrials,Conglomerates,2025-07-23,144855056384,Honeywell International Inc.,Honeywell International Inc.,NasdaqGS,Nasdaq Real Time Price
HRL,Consumer Defensive,Packaged Foods,2025-05-29,16706357248,Hormel Foods Corporation,Hormel Foods Corporation,NYSE,Delayed Quote
HST,Real Estate,REIT - Hotel & Motel,2025-07-29,10884173824,"Host Hotels & Resorts, Inc.","Host Hotels & Resorts, Inc.",NasdaqGS,Nasdaq Real Time Price
HLI,Financial Services,Capital Markets,2025-07-28,12214612992,"Houlihan Lokey, Inc.","Houlihan Lokey, Inc.",NYSE,Nasdaq Real Time Price
HHH,Real Estate,Real Estate - Diversified,2025-07-24,4092239872,Howard Hughes Holdings Inc.,Howard Hughes Holdings Inc.,NYSE,Delayed Quote
HWM,Industrials,Aerospace & Defense,2025-07-28,68660908032,Howmet Aerospace Inc.,Howmet Aerospace Inc.,NYSE,N/A
HPQ,Technology,Computer Hardware,2025-08-26,23434862592,HP Inc.,HP Inc.,NYSE,Nasdaq Real Time Price
HUBB,Industrials,Electrical Equipment & Parts,2025-07-28,21185720320,Hubbell Inc,Hubbell Incorporated,NYSE,Nasdaq Real Time Price
HUBS,Technology,Software - Application,2025-08-05,30495516672,"HubSpot, Inc.","HubSpot, Inc.",NYSE,Delayed Quote
HUM,Healthcare,Healthcare Plans,2025-07-30,27769044992,Humana Inc.,Humana Inc.,NYSE,Delayed Quote
HBAN,Financial Services,Banks - Regional,2025-07-18,22901053440,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,NasdaqGS,Nasdaq Real Time Price
HII,Industrials,Aerospace & Defense,2025-07-30,8777001984,"Huntington Ingalls Industries, ","Huntington Ingalls Industries, Inc.",NYSE,Delayed Quote
HUN,Basic Materials,Chemicals,2025-08-04,1977229440,Huntsman Corporation,Huntsman Corporation,NYSE,Delayed Quote
H,Consumer Cyclical,Lodging,2025-08-04,12546777088,Hyatt Hotels Corporation,Hyatt Hotels Corporation,NYSE,Delayed Quote
IAC,Communication Services,Internet Content & Information,2025-08-04,2899055872,IAC Inc.,IAC Inc.,NasdaqGS,Nasdaq Real Time Price
IBM,Technology,Information Technology Services,2025-07-23,240425713664,International Business Machines,International Business Machines Corporation,NYSE,Delayed Quote
IDA,Utilities,Utilities - Regulated Electric,2025-07-30,6384166400,"IDACORP, Inc.","IDACORP, Inc.",NYSE,Delayed Quote
IEX,Industrials,Specialty Industrial Machinery,2025-07-29,13759693824,IDEX Corporation,IDEX Corporation,NYSE,Delayed Quote
IDXX,Healthcare,Diagnostics & Research,2025-08-04,41461510144,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",NasdaqGS,Nasdaq Real Time Price
ITW,Industrials,Specialty Industrial Machinery,2025-07-28,72088829952,Illinois Tool Works Inc.,Illinois Tool Works Inc.,NYSE,Delayed Quote
ILMN,Healthcare,Diagnostics & Research,2025-08-04,13341523968,"Illumina, Inc.","Illumina, Inc.",NasdaqGS,Nasdaq Real Time Price
INCY,Healthcare,Biotechnology,2025-07-28,12783363072,Incyte Corporation,Incyte Corporation,NasdaqGS,Nasdaq Real Time Price
INFA,Technology,Software - Infrastructure,2025-07-30,7313049088,Informatica Inc.,Informatica Inc.,NYSE,Delayed Quote
IR,Industrials,Specialty Industrial Machinery,2025-07-29,33144485888,Ingersoll Rand Inc.,Ingersoll Rand Inc.,NYSE,Delayed Quote
INGM,Technology,Information Technology Services,2025-05-08,4593411584,Ingram Micro Holding Corporatio,Ingram Micro Holding Corporation,NYSE,Nasdaq Real Time Price
INGR,Consumer Defensive,Packaged Foods,2025-08-04,8918005760,Ingredion Incorporated,Ingredion Incorporated,NYSE,Delayed Quote
INSP,Healthcare,Medical Devices,2025-08-04,4077531648,"Inspire Medical Systems, Inc.","Inspire Medical Systems, Inc.",NYSE,Delayed Quote
PODD,Healthcare,Medical Devices,2025-08-06,22790909952,Insulet Corporation,Insulet Corporation,NasdaqGS,Nasdaq Real Time Price
INTC,Technology,Semiconductors,2025-07-30,88330493952,Intel Corporation,Intel Corporation,NasdaqGS,Nasdaq Real Time Price
IBKR,Financial Services,Capital Markets,2025-07-14,88450596864,"Interactive Brokers Group, Inc.","Interactive Brokers Group, Inc.",NasdaqGS,Nasdaq Real Time Price
ICE,Financial Services,Financial Data & Stock Exchanges,2025-07-30,102409445376,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",NYSE,Delayed Quote
IFF,Basic Materials,Specialty Chemicals,2025-08-04,19460503552,International Flavors & Fragran,International Flavors & Fragrances Inc.,NYSE,Delayed Quote
IP,Consumer Cyclical,Packaging & Containers,2025-07-31,25312901120,International Paper Company,International Paper Company,NYSE,Delayed Quote
IPG,Communication Services,Advertising Agencies,2025-07-22,8988258304,"Interpublic Group of Companies,","The Interpublic Group of Companies, Inc.",NYSE,Delayed Quote
INTU,Technology,Software - Application,2025-08-20,211224248320,Intuit Inc.,Intuit Inc.,NasdaqGS,Nasdaq Real Time Price
ISRG,Healthcare,Medical Instruments & Supplies,2025-07-16,199190790144,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",NasdaqGS,Nasdaq Real Time Price
IVZ,Financial Services,Asset Management,2025-07-21,6601451008,Invesco Ltd,Invesco Ltd.,NYSE,Delayed Quote
INVH,Real Estate,REIT - Residential,2025-07-22,20533790720,Invitation Homes Inc.,Invitation Homes Inc.,NYSE,Delayed Quote
IONS,Healthcare,Biotechnology,2025-07-30,5325460480,"Ionis Pharmaceuticals, Inc.","Ionis Pharmaceuticals, Inc.",NasdaqGS,Nasdaq Real Time Price
IPGP,Technology,Semiconductor Equipment & Materials,2025-07-28,2851526400,IPG Photonics Corporation,IPG Photonics Corporation,NasdaqGS,Nasdaq Real Time Price
IQV,Healthcare,Diagnostics & Research,2025-07-21,24396460032,"IQVIA Holdings, Inc.",IQVIA Holdings Inc.,NYSE,Delayed Quote
IRDM,Communication Services,Telecom Services,2025-07-21,2765651200,Iridium Communications Inc,Iridium Communications Inc.,NasdaqGS,Nasdaq Real Time Price
IRM,Real Estate,REIT - Specialty,2025-07-30,28855304192,Iron Mountain Incorporated (Del,Iron Mountain Incorporated,NYSE,Delayed Quote
ITT,Industrials,Specialty Industrial Machinery,2025-07-30,11886846976,ITT Inc.,ITT Inc.,NYSE,Delayed Quote
JBL,Technology,Electronic Components,2025-06-18,18093000704,Jabil Inc.,Jabil Inc.,NYSE,Nasdaq Real Time Price
J,Industrials,Engineering & Construction,2025-08-04,15142059008,Jacobs Solutions Inc.,Jacobs Solutions Inc.,NYSE,Delayed Quote
JHG,Financial Services,Asset Management,2025-07-30,5835948544,Janus Henderson Group plc,Janus Henderson Group plc,NYSE,Delayed Quote
JAZZ,Healthcare,Biotechnology,2025-07-29,6672367104,Jazz Pharmaceuticals plc,Jazz Pharmaceuticals plc,NasdaqGS,Nasdaq Real Time Price
JBHT,Industrials,Integrated Freight & Logistics,2025-07-14,13887244288,"J.B. Hunt Transport Services, I","J.B. Hunt Transport Services, Inc.",NasdaqGS,Nasdaq Real Time Price
JEF,Financial Services,Capital Markets,2025-06-24,10191109120,Jefferies Financial Group Inc.,Jefferies Financial Group Inc.,NYSE,Delayed Quote
JNJ,Healthcare,Drug Manufacturers - General,2025-07-16,369524244480,Johnson & Johnson,Johnson & Johnson,NYSE,Delayed Quote
JCI,Industrials,Building Products & Equipment,2025-07-29,67212918784,Johnson Controls International ,Johnson Controls International plc,NYSE,Delayed Quote
JLL,Real Estate,Real Estate Services,2025-08-04,10570560512,Jones Lang LaSalle Incorporated,Jones Lang LaSalle Incorporated,NYSE,Delayed Quote
JPM,Financial Services,Banks - Diversified,2025-07-15,734707974144,JP Morgan Chase & Co.,JPMorgan Chase & Co.,NYSE,Delayed Quote
JNPR,Technology,Communication Equipment,2025-07-23,12021069824,"Juniper Networks, Inc.","Juniper Networks, Inc.",NYSE,Delayed Quote
KBR,Industrials,Engineering & Construction,2025-07-22,6672322560,"KBR, Inc.","KBR, Inc.",NYSE,Delayed Quote
K,Consumer Defensive,Packaged Foods,2025-07-30,28622469120,Kellanova,Kellanova,NYSE,Delayed Quote
KMPR,Financial Services,Insurance - Property & Casualty,2025-08-04,4073275392,Kemper Corporation,Kemper Corporation,NYSE,N/A
KVUE,Consumer Defensive,Household & Personal Products,2025-08-04,45271478272,Kenvue Inc.,Kenvue Inc.,NYSE,Nasdaq Real Time Price
KDP,Consumer Defensive,Beverages - Non-Alcoholic,2025-07-23,45431455744,Keurig Dr Pepper Inc.,Keurig Dr Pepper Inc.,NasdaqGS,Nasdaq Real Time Price
KEY,Financial Services,Banks - Regional,2025-07-22,17480243200,KeyCorp,KeyCorp,NYSE,Delayed Quote
KEYS,Technology,Scientific & Technical Instruments,2025-08-18,27464046592,Keysight Technologies Inc.,"Keysight Technologies, Inc.",NYSE,Delayed Quote
KRC,Real Estate,REIT - Office,2025-07-29,3928085504,Kilroy Realty Corporation,Kilroy Realty Corporation,NYSE,Delayed Quote
KMB,Consumer Defensive,Household & Personal Products,2025-07-21,47728410624,Kimberly-Clark Corporation,Kimberly-Clark Corporation,NYSE,Nasdaq Real Time Price
KIM,Real Estate,REIT - Retail,2025-05-01,14443190272,Kimco Realty Corporation (HC),Kimco Realty Corporation,NYSE,Delayed Quote
KMI,Energy,Oil & Gas Midstream,2025-07-15,62059737088,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",NYSE,Delayed Quote
KNSL,Financial Services,Insurance - Property & Casualty,2025-07-23,10888288256,"Kinsale Capital Group, Inc.","Kinsale Capital Group, Inc.",NYSE,Delayed Quote
KEX,Industrials,Marine Shipping,2025-07-30,6260760064,Kirby Corporation,Kirby Corporation,NYSE,Delayed Quote
KKR,Financial Services,Asset Management,2025-07-29,113180942336,KKR & Co. Inc.,KKR & Co. Inc.,NYSE,Delayed Quote
KLAC,Technology,Semiconductor Equipment & Materials,2025-07-22,102350561280,KLA Corporation,KLA Corporation,NasdaqGS,Nasdaq Real Time Price
KNX,Industrials,Trucking,2025-07-22,7164230144,Knight-Swift Transportation Hol,Knight-Swift Transportation Holdings Inc.,NYSE,Delayed Quote
KSS,Consumer Cyclical,Department Stores,2025-08-26,895044928,Kohl's Corporation,Kohl's Corporation,NYSE,Delayed Quote
KHC,Consumer Defensive,Packaged Foods,2025-07-29,31979249664,The Kraft Heinz Company,The Kraft Heinz Company,NasdaqGS,Nasdaq Real Time Price
KR,Consumer Defensive,Grocery Stores,2025-06-18,44578856960,Kroger Company (The),The Kroger Co.,NYSE,Delayed Quote
KD,Technology,Information Technology Services,2025-07-31,9177451520,"Kyndryl Holdings, Inc.","Kyndryl Holdings, Inc.",NYSE,Delayed Quote
LHX,Industrials,Aerospace & Defense,2025-07-23,45506396160,"L3Harris Technologies, Inc.","L3Harris Technologies, Inc.",NYSE,Delayed Quote
LH,Healthcare,Diagnostics & Research,2025-07-30,20652974080,Labcorp Holdings Inc.,Labcorp Holdings Inc.,NYSE,Delayed Quote
LRCX,Technology,Semiconductor Equipment & Materials,2025-07-29,107650744320,Lam Research Corporation,Lam Research Corporation,NasdaqGS,Nasdaq Real Time Price
LAMR,Real Estate,REIT - Specialty,2025-08-06,12254034944,Lamar Advertising Company,Lamar Advertising Company,NasdaqGS,Nasdaq Real Time Price
LW,Consumer Defensive,Packaged Foods,2025-07-22,7654132224,"Lamb Weston Holdings, Inc.","Lamb Weston Holdings, Inc.",NYSE,Delayed Quote
LSTR,Industrials,Integrated Freight & Logistics,2025-07-28,4819430400,"Landstar System, Inc.","Landstar System, Inc.",NasdaqGS,Nasdaq Real Time Price
LVS,Consumer Cyclical,Resorts & Casinos,2025-07-22,29127204864,Las Vegas Sands Corp.,Las Vegas Sands Corp.,NYSE,Delayed Quote
LSCC,Technology,Semiconductors,2025-07-28,6326743040,Lattice Semiconductor Corporati,Lattice Semiconductor Corporation,NasdaqGS,Nasdaq Real Time Price
LAZ,Financial Services,Capital Markets,2025-07-23,4166963712,"Lazard, Inc.","Lazard, Inc.",NYSE,Delayed Quote
LEA,Consumer Cyclical,Auto Parts,2025-07-23,4876405760,Lear Corporation,Lear Corporation,NYSE,Nasdaq Real Time Price
LEG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2025-07-30,1229819520,"Leggett & Platt, Incorporated","Leggett & Platt, Incorporated",NYSE,Nasdaq Real Time Price
LDOS,Technology,Information Technology Services,2025-07-28,18986051584,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",NYSE,Delayed Quote
LEN,Consumer Cyclical,Residential Construction,2025-06-16,27841572864,Lennar Corporation,Lennar Corporation,NYSE,Delayed Quote
MTSI,Technology,Semiconductors,2025-07-30,9187252224,MACOM Technology Solutions Hold,"MACOM Technology Solutions Holdings, Inc.",NasdaqGS,Nasdaq Real Time Price
M,Consumer Cyclical,Department Stores,2025-08-19,3326173696,Macy's Inc,"Macy's, Inc.",NYSE,Delayed Quote
MSGS,Communication Services,Entertainment,2025-08-11,4554457600,Madison Square Garden Sports Co,Madison Square Garden Sports Corp.,NYSE,Delayed Quote
MANH,Technology,Software - Application,2025-07-21,11468455936,"Manhattan Associates, Inc.","Manhattan Associates, Inc.",NasdaqGS,Nasdaq Real Time Price
MAN,Industrials,Staffing & Employment Services,2025-07-16,1966076288,ManpowerGroup,ManpowerGroup Inc.,NYSE,Delayed Quote
CART,Consumer Cyclical,Internet Retail,2025-08-04,11931233280,Maplebear Inc.,Maplebear Inc.,NasdaqGS,Nasdaq Real Time Price
MPC,Energy,Oil & Gas Refining & Marketing,2025-08-04,49129664512,Marathon Petroleum Corporation,Marathon Petroleum Corporation,NYSE,Delayed Quote
MKL,Financial Services,Insurance - Property & Casualty,2025-07-29,24219658240,Markel Group Inc.,Markel Group Inc.,NYSE,Delayed Quote
MKTX,Financial Services,Capital Markets,2025-08-04,8028176384,"MarketAxess Holdings, Inc.",MarketAxess Holdings Inc.,NasdaqGS,Nasdaq Real Time Price
MAR,Consumer Cyclical,Lodging,2025-07-29,72201723904,Marriott International,"Marriott International, Inc.",NasdaqGS,Nasdaq Real Time Price
VAC,Consumer Cyclical,Resorts & Casinos,2025-07-29,2337003776,Marriott Vacations Worldwide Co,Marriott Vacations Worldwide Corporation,NYSE,Delayed Quote
MMC,Financial Services,Insurance Brokers,2025-07-16,114061606912,"Marsh & McLennan Companies, Inc","Marsh & McLennan Companies, Inc.",NYSE,Delayed Quote
MLM,Basic Materials,Building Materials,2025-08-06,33065334784,"Martin Marietta Materials, Inc.","Martin Marietta Materials, Inc.",NYSE,Nasdaq Real Time Price
MRVL,Technology,Semiconductors,2025-08-27,55051948032,"Marvell Technology, Inc.","Marvell Technology, Inc.",NasdaqGS,Nasdaq Real Time Price
MAS,Industrials,Building Products & Equipment,2025-07-23,13384269824,Masco Corporation,Masco Corporation,NYSE,Delayed Quote
MASI,Healthcare,Medical Devices,2025-08-04,8510772224,Masimo Corporation,Masimo Corporation,NasdaqGS,Nasdaq Real Time Price
MTZ,Industrials,Engineering & Construction,2025-07-30,12314360832,"MasTec, Inc.","MasTec, Inc.",NYSE,Delayed Quote
MA,Financial Services,Credit Services,2025-07-29,524671647744,Mastercard Incorporated,Mastercard Incorporated,NYSE,Delayed Quote
MTDR,Energy,Oil & Gas E&P,2025-07-21,5513940480,Matador Resources Company,Matador Resources Company,NYSE,Delayed Quote
MTCH,Communication Services,Internet Content & Information,2025-07-28,7400890368,"Match Group, Inc.","Match Group, Inc.",NasdaqGS,Nasdaq Real Time Price
MAT,Consumer Cyclical,Leisure,2025-07-21,6261282816,"Mattel, Inc.","Mattel, Inc.",NasdaqGS,Nasdaq Real Time Price
MKC,Consumer Defensive,Packaged Foods,2025-06-26,19451236352,"McCormick & Company, Incorporat","McCormick & Company, Incorporated",NYSE,Delayed Quote
MCD,Consumer Cyclical,Restaurants,2025-07-28,222990188544,McDonald's Corporation,McDonald's Corporation,NYSE,N/A
MCK,Healthcare,Medical Distribution,2025-08-05,89107496960,McKesson Corporation,McKesson Corporation,NYSE,Delayed Quote
MDU,Industrials,Conglomerates,2025-08-06,3500189952,"MDU Resources Group, Inc.","MDU Resources Group, Inc.",NYSE,Nasdaq Real Time Price
MPW,Real Estate,REIT - Healthcare Facilities,2025-08-06,2769688064,"Medical Properties Trust, Inc.","Medical Properties Trust, Inc.",NYSE,Delayed Quote
MEDP,Healthcare,Diagnostics & Research,2025-07-21,8537692160,"Medpace Holdings, Inc.","Medpace Holdings, Inc.",NasdaqGS,Nasdaq Real Time Price
MDT,Healthcare,Medical Devices,2025-08-19,105643851776,Medtronic plc.,Medtronic plc,NYSE,Delayed Quote
MRK,Healthcare,Drug Manufacturers - General,2025-07-29,191842697216,"Merck & Company, Inc.","Merck & Co., Inc.",NYSE,Nasdaq Real Time Price
META,Communication Services,Internet Content & Information,2025-07-29,1621868544000,"Meta Platforms, Inc.","Meta Platforms, Inc.",NasdaqGS,Nasdaq Real Time Price
MET,Financial Services,Insurance - Life,2025-07-29,52938559488,"MetLife, Inc.","MetLife, Inc.",NYSE,Delayed Quote
MTD,Healthcare,Diagnostics & Research,2025-07-30,24381966336,"Mettler-Toledo International, I",Mettler-Toledo International Inc.,NYSE,Delayed Quote
MTG,Financial Services,Insurance - Specialty,2025-07-29,6296828928,MGIC Investment Corporation,MGIC Investment Corporation,NYSE,N/A
MGM,Consumer Cyclical,Resorts & Casinos,2025-07-29,8635287552,MGM Resorts International,MGM Resorts International,NYSE,Delayed Quote
MCHP,Technology,Semiconductors,2025-07-30,31344474112,Microchip Technology Incorporat,Microchip Technology Incorporated,NasdaqGS,Nasdaq Real Time Price
MU,Technology,Semiconductors,2025-06-26,108180783104,"Micron Technology, Inc.","Micron Technology, Inc.",NasdaqGS,Nasdaq Real Time Price
MSFT,Technology,Software - Infrastructure,2025-07-28,3409157554176,Microsoft Corporation,Microsoft Corporation,NasdaqGS,Nasdaq Real Time Price
MSTR,Technology,Software - Application,2025-07-30,102839820288,MicroStrategy Incorporated,Strategy Incorporated,NasdaqGS,Nasdaq Real Time Price
MAA,Real Estate,REIT - Residential,2025-07-29,18708377600,Mid-America Apartment Communiti,"Mid-America Apartment Communities, Inc.",NYSE,Delayed Quote
MIDD,Industrials,Specialty Industrial Machinery,2025-07-30,7886382592,The Middleby Corporation,The Middleby Corporation,NasdaqGS,Nasdaq Real Time Price
MRP,Real Estate,REIT - Residential,2025-03-31,4628191232,"Millrose Properties, Inc.","Millrose Properties, Inc.",NYSE,Delayed Quote
MKSI,Technology,Scientific & Technical Instruments,2025-08-05,5727966208,MKS Inc.,MKS Inc.,NasdaqGS,Nasdaq Real Time Price
MRNA,Healthcare,Biotechnology,2025-07-30,10414962688,"Moderna, Inc.","Moderna, Inc.",NasdaqGS,Nasdaq Real Time Price
MHK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",2025-07-23,6385647616,"Mohawk Industries, Inc.","Mohawk Industries, Inc.",NYSE,Delayed Quote
MOH,Healthcare,Healthcare Plans,2025-07-22,16469753856,Molina Healthcare Inc,"Molina Healthcare, Inc.",NYSE,Delayed Quote
TAP,Consumer Defensive,Beverages - Brewers,2025-08-04,10855992320,Molson Coors Beverage Company,Molson Coors Beverage Company,NYSE,Nasdaq Real Time Price
